,reviewer_id,product_id,reviewer_name,helpful_vote,total_votes,review_text,rating,summary,unix_review_time,review_time
60826,AFSH74HLZ0NMR,B000I4C0H4,United1981,7,8,"I am using this for yeast issues for my daughter with autism.Its a Godsend! It is amazing.Be careful not to dose too much or you will have horrible die off.I got the tabs because they were more ""disguiseable"" then the liquid drops.A great product and i would never buy GSE from anyone then nutribiotic.",5.0,A must for candida!!!!!,1382745600,"10 26, 2013"
226130,AWXFCMX1ERS6N,B004H5D40W,A. McConnell,0,0,This product DOES clean your feet if you're coordinated but does NOT stick to bottom of tub.  If you have any texture on the bottom it will not stick.  It sticks to the side of my tub for storage.  Without it sticking you have to use one foot to hold while trying to move your foot back and forth and that creates another problem.  The arch on the product gets in the way  and you smack the bones in the top of your foot while trying to rub back and forth.  The pumous stone is terrible and gets in the way so trying to get your heel clean is tough and the stone ends up making the back of your heel rough.  The price was just too good to be true.  Sorry.,1.0,It does NOT stick to surface,1347926400,"09 18, 2012"
279413,A2THW9X5S48IUA,B007ZRZSR6,PrueC,2,2,"EDIT:  I've had to change my review, because this irrigator only lasted a couple of weeks.  After 2 and a half weeks, it started turning itself on in the middle of the night, and I couldnt turn it off.  Very disappointed!",1.0,terrible oral irrigator,1354147200,"11 29, 2012"
30684,A2X1VX3BI2MLZL,B00080O85U,D. Wilcox,3,4,"I am not a pro-bodybuilder or anything - however, I used this product along with Animal Pump and saw great results in my mood, energy, and overall - how I felt. Whenever I do not feel like going to the gym, I take Stak and Pump and I cannot do anything until I go to the gym... It is the right amount of motivation on those lazy days. Additionally, over a 6 month period working out 3 days on, 1 day off, and while taking both products together, I upped my bench from 135lbs (struggling @ 10 reps) to 310lbs (pressing it 3 times). I cannot determine if the product helped - or if it was just me... but I really liked the product either way. Recommend lots of water when taking it and do not take it 6 hours before bedtime... or just do not take the red pill.",5.0,LOVE THIS PRODUCT!!,1313971200,"08 22, 2011"
140552,A1HG3S2VU22VB9,B001J1X8SU,Amazon Customer,1,1,A drop in each nostril makes keeping her nose clear a cinch. She doesn't fuss over it and we try to do it daily.,5.0,Keeps her clear,1368057600,"05 9, 2013"
40144,A2Q91MV6PQDJZA,B000C9MB74,KJB46,0,0,"I bought this product based on the reviews left for it.  I got it within the specified time frame and immediately put batteries into it and checked it out.  LOVE!!There is only one speed to this product, and that speed is GIT HER DONE!  And it really does the job!  I have another with 2 speeds that just cannot compare to this one speed product at all! That 2 speed model now sits at the bottom of my garbage can.I also like the fact that they include 4 different tips with the product.  Not every woman responds to the same pressure, or textures, and with this kit you're sure to find the one that works best for you.I highly recommend this product.",5.0,"so far, no problems at all",1371168000,"06 14, 2013"
111148,A3R4A3E5OPNJS4,B0017KE9OA,"Preacher girl ""Sue""",0,0,"This is a great item, perfect if you have a basement. Sprayed this on some old cabinets. Look and smell great.",5.0,No more musty smell,1373068800,"07 6, 2013"
40007,A2R6RA8FRBS608,B000C7OHFK,Matthew G. Sherwin,12,12,"Seventh Generation makes a fine brand of bath tissue--even if it's not exactly Charmin soft. I prefer the texture of Scott bath tissue so for me this product was really not bad at all. I enjoy knowing that I am helping to keep our planet ""green"" when choosing this bath tissue.This bath tissue is made of completely recycled paper--80% of which is post consumer material! Great! All this DOES reduce pollution, just as they advertise on the wrapping of the roll of toilet paper. The wrapping is great and the bath tissue is whitened without using bleach. I am very impressed. Predictably, this bath tissue is not just kinder to Mother Nature; it's easier on those of us who are sensitive to scents. It is hypoallergenic; and it is perfectly safe for toilet and septic systems just as Amazon notes above. Of course, there's always a limit to how much paper will go in one single flush down the toilet; but most people have an intuitive sense about this so it shouldn't be a problem.Of course, bath tissue never ""goes stale,"" so if you catch a sale on this product stock up on it! The rolls can be stored in the package they come in; or you can store the rolls individually in various places throughout your home where they will be needed.Actually, there are some concerns. Seventh Generation bath tissue is comparatively expensive to most other brands of bath tissue. People on a budget may simply not be able to afford this product. Moreover, some people will protest the feel of this paper since, as I wrote above, it's not exactly Charmin soft. I'll take off one star for these two issues even though I personally like this very much. I know that in time Seventh Generation will figure out a way to make this product softer--and cheaper.Overall, if you don't mind the texture and the price, this is excellent bath tissue. I myself recommend it highly.",4.0,keepin' it green--despite the texture and the price,1188345600,"08 29, 2007"
135267,A2G8I3YNTCKS5G,B001G7QS0C,D. Fowler,0,0,Great price for 3 bottles of B12. This brand tastes good and Mom doesn't object to taking it ever morning.,5.0,Good tasting and great price for 3 bottles,1386633600,"12 10, 2013"
31572,A2NH7EM5QX7FEJ,B0009ET64S,Karla C,0,0,"Gloves are an absolute necessity for me as I have extremely sensitive skin.  I've been through & tried a lot of gloves over the years.  I was hesitant to pay the price for these, but I am well satisfied.  The fit is perfect, they are very comfortable, & after 3 months of use, they are still going strong, which is more than I can say about most of the others I've ever used.  Very pleased!",5.0,Very Good Gloves!,1395014400,"03 17, 2014"
40796,A2AI9TKANWO9P,B000CD9XGC,"sian ""Sian""",1,1,"Vitamin C is critically important to remain healthy. Chewing tablets is not the same as drinking concentrated liquid vitamin C. This product is superb and an absolute must to combat flu, for smokers (smoking destroys Vit C) and for cancer patients who need concentrated Vit C in their body everyday as part of their recovery protocol. The liquid in each packet is super thick and concentrated. Each packet is mixed with water of juice and then drank. The taste has no bitterness and blends into the liquid mix. One packet a day is great but more than one packet may be used, especially if sick as well as for daily health care. I recommend this to everyone.",5.0,Liquid Vitamin C,1365292800,"04 7, 2013"
217148,A26LIJJA8Z6SB6,B0045E5KB6,"Abby Campbell ""Author""",0,0,"I have tried many orthotic insoles and I was hesitant to buy these at first. I just figured I'd be wasting more money. However, I am so happy that I bought them. They are the best insoles that I have found... even better than the $60 Scholls! Instructions dictate replacing original insoles of shoes with these. However, newer Nikes glue their insoles now. So, I just added them in. It did make for tight wear, so I had to loosen my laces. But, I felt like I was walking on clouds. Great shock absorption! Since I've been wearing these, my plantar fasciitis has been relieved tremendously.",5.0,Great support for my plantar fasciitis!,1370044800,"06 1, 2013"
277002,A2FVOBTX2FZ1LF,B007UZNS5W,Joy in the world.,0,0,"I am thrilled with this deal and will keep it coming for as long as its available.  Even with coupons and store sales, its hard to beat this price.",5.0,paper products,1361404800,"02 21, 2013"
281475,AAPPWNP9FWVWS,B0085LV3KW,"Kathlyn Storey ""Kathlyn A Storey""",0,0,"The major feature of this product, for me, is the timed release, not found in most calcium supplements.  Because of my age, my doctor recommends that I take 1,200 mg. of calcium per day.  At least according to Vitamin World, where I buy most of my vitamins, that much calcium cannot be utilized at one time; so, it was advised that I take 600 mg. twice a day.  Also, the type of calcium is considered important; calcium citrate is more easily absorbed than calcium carbonate.  I had some questions, so I called the toll free number:  1-800-433-2990, and received these answers:1.  What are percentages of calcium carbonate versus citrate? It is a blend, so they cannot say, although since the calcium carbonate is listed first, it would be the predominant ingredient.2.  Timed release over what period of time? It releases over a 6 to 8 hour period.3.  ""Discontinue use and consult your doctor if any adverse reactions occur.""  This is a standard warning and refers mainly to possible gastrointestinal issues, such as an upset stomach.  The representative advised that individuals should consult with their doctors or pharmacists before taking this product to assess the compatibility with existing medical conditions or prescriptions.The other aspect I liked about this product, because I do not take a multivitamin, is that it has other added elements such as Vitamin D, magnesium, zinc, copper and manganese.  At the same time, if a person is already getting these components from a multivitamin or other product, these additives may not be needed or desired.  The current cost, $7.33 per bottle, translates into about 16 cents per dose, or twice that per day, 32.5 cents per day, or $9.77 per month for twice a day doses to reach the 1,200 mg. level recommended by my doctor.",4.0,Fulfills a daily requirement,1363046400,"03 12, 2013"
